incnum,offense,offensecode,offensetype,category,year,blockcode,ward,police_shift,day_and_month
24006661,Driving Under The Influence,90D,Driving Under The Influence,Other,2024,250173514031004,1              ,First Half (4PM - Midnight),2/5
24006721,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2024,250173501051010,4              ,Last Half (Midnight - 8AM),2/6
24006734,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2024,250173501082009,4              ,Last Half (Midnight - 8AM),2/6
24006808,Disorderly Conduct,90C,Disorderly Conduct,Other,2024,250173514044004,1              ,Day Shift (8AM - 4PM),2/6
24006830,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2024,250173514035000,1              ,Day Shift (8AM - 4PM),2/6
24006836,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2024,250173512041000,2              ,Day Shift (8AM - 4PM),2/6
24006870,All Other Offenses,90Z,All Other Offenses,Other,2024,250173501071005,1              ,First Half (4PM - Midnight),2/6
24006894,All Other Offenses,90Z,All Other Offenses,Other,2024,250173501091009,4              ,First Half (4PM - Midnight),2/6
24006896,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2024,250173514043006,1              ,First Half (4PM - Midnight),2/6
24006912,Simple Assault,13B,Assault Offenses,Crimes against Person,2024,250173507023005,7              ,First Half (4PM - Midnight),2/6
24006959,Theft From Motor Vehicle,23F,Theft From Motor Vehicle,Crimes against Property,2024,250173511013006,3              ,Last Half (Midnight - 8AM),2/7
24007013,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2024,250173510023000,5              ,Day Shift (8AM - 4PM),2/7
24007038,Motor Vehicle Theft,240,Motor Vehicle Theft,Crimes against Property,2024,250173515001003,2              ,Day Shift (8AM - 4PM),2/7
24007049,All Other Offenses,90Z,All Other Offenses,Other,2024,250173514035002,1              ,Day Shift (8AM - 4PM),2/7
24007065,Credit Card/Atm Machine Fraud,26B,Fraud Offenses,Crimes against Property,2024,250173511022001,3              ,Day Shift (8AM - 4PM),2/7
24007069,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2024,250173514044000,1              ,First Half (4PM - Midnight),2/7
24007086,Burglary/Breaking And Entering,220,Burglary/Breaking And Entering,Crimes against Property,2024,250173501071007,1              ,First Half (4PM - Midnight),2/7
24007109,Theft From Motor Vehicle,23F,Theft From Motor Vehicle,Crimes against Property,2024,250173501061014,1              ,First Half (4PM - Midnight),2/7
24007121,Burglary/Breaking And Entering,220,Burglary/Breaking And Entering,Crimes against Property,2024,250173512043001,2              ,First Half (4PM - Midnight),2/7
24007227,Weapon Law Violation,520,Weapon Law Violation,Crimes against Society,2024,250173513001000,3              ,Day Shift (8AM - 4PM),2/8
24007236,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2024,250173501091020,4              ,Day Shift (8AM - 4PM),2/8
24007245,Theft From Building,23D,Larceny/Theft Offenses,Crimes against Property,2024,250173501061008,1              ,Day Shift (8AM - 4PM),2/8
24007249,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2024,250173509003000,6              ,Day Shift (8AM - 4PM),2/8
24007250,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2024,250173512041001,2              ,Day Shift (8AM - 4PM),2/8
24007292,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2024,250173513001006,3              ,Day Shift (8AM - 4PM),2/8
24007493,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2024,250173515002014,2              ,Day Shift (8AM - 4PM),2/9
24007507,Theft From Motor Vehicle,23F,Theft From Motor Vehicle,Crimes against Property,2024,250173514035000,1              ,Day Shift (8AM - 4PM),2/9
24007508,Drug/Narcotic Violations,35A,Drug/Narcotics Offenses,Crimes against Society,2024,250173513001000,3              ,Day Shift (8AM - 4PM),2/9
24007509,Shoplifting,23C,Larceny/Theft Offenses,Crimes against Property,2024,250173505001008,6              ,Day Shift (8AM - 4PM),2/9
24007523,Destruction/Vandalism Property,290,Destruction/Vandalism Property,Crimes against Property,2024,250173513001000,3              ,First Half (4PM - Midnight),2/9
24007551,Theft From Building,23D,Larceny/Theft Offenses,Crimes against Property,2024,250173511013006,3              ,First Half (4PM - Midnight),2/9
24007563,Aggravated Assault,13A,Assault Offenses,Crimes against Person,2024,250173514041005,1              ,First Half (4PM - Midnight),2/9
24007578,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2024,250173501081004,4              ,Last Half (Midnight - 8AM),2/10
24007594,Motor Vehicle Theft,240,Motor Vehicle Theft,Crimes against Property,2024,250173501082006,4              ,Last Half (Midnight - 8AM),2/10
24007618,All Other Offenses,90Z,All Other Offenses,Other,2024,250173502021002,5              ,Last Half (Midnight - 8AM),2/10
24007632,Motor Vehicle Theft,240,Motor Vehicle Theft,Crimes against Property,2024,250173503002001,5              ,Day Shift (8AM - 4PM),2/10
24007637,Theft From Motor Vehicle,23F,Theft From Motor Vehicle,Crimes against Property,2024,250173514043000,1              ,Day Shift (8AM - 4PM),2/10
24007648,Destruction/Vandalism Property,290,Destruction/Vandalism Property,Crimes against Property,2024,250173502021000,5              ,Day Shift (8AM - 4PM),2/10
24007657,Theft From Motor Vehicle,23F,Theft From Motor Vehicle,Crimes against Property,2024,250173506003003,7              ,Day Shift (8AM - 4PM),2/10
24007673,Theft From Building,23D,Larceny/Theft Offenses,Crimes against Property,2024,250173501082011,4              ,Day Shift (8AM - 4PM),2/10
24007682,Theft From Motor Vehicle,23F,Theft From Motor Vehicle,Crimes against Property,2024,250173501061004,1              ,Day Shift (8AM - 4PM),2/10
24007718,Shoplifting,23C,Larceny/Theft Offenses,Crimes against Property,2024,250173501061016,1              ,First Half (4PM - Midnight),2/10
24007844,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2024,250173511013006,3              ,Day Shift (8AM - 4PM),2/11
24007845,Shoplifting,23C,Larceny/Theft Offenses,Crimes against Property,2024,250173501061006,1              ,Day Shift (8AM - 4PM),2/11
24007848,Theft From Building,23D,Larceny/Theft Offenses,Crimes against Property,2024,250173512041003,2              ,Day Shift (8AM - 4PM),2/11
24007854,Theft From Motor Vehicle,23F,Theft From Motor Vehicle,Crimes against Property,2024,250173514043005,1              ,Day Shift (8AM - 4PM),2/11
24007858,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2024,250173512042003,2              ,Day Shift (8AM - 4PM),2/11
24007949,Burglary/Breaking And Entering,220,Burglary/Breaking And Entering,Crimes against Property,2024,250173513002010,3              ,Last Half (Midnight - 8AM),2/12
24007966,Theft From Motor Vehicle,23F,Theft From Motor Vehicle,Crimes against Property,2024,250173503001006,5              ,Last Half (Midnight - 8AM),2/12
24007969,Theft From Motor Vehicle,23F,Theft From Motor Vehicle,Crimes against Property,2024,250173502021008,5              ,Last Half (Midnight - 8AM),2/12
24007991,Theft From Motor Vehicle,23F,Theft From Motor Vehicle,Crimes against Property,2024,250173502021002,5              ,Day Shift (8AM - 4PM),2/12
24007995,Theft From Motor Vehicle,23F,Theft From Motor Vehicle,Crimes against Property,2024,250173514031004,1              ,Day Shift (8AM - 4PM),2/12
24008047,Shoplifting,23C,Larceny/Theft Offenses,Crimes against Property,2024,250173509003008,6              ,Day Shift (8AM - 4PM),2/12
24008056,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2024,250173507011003,7              ,Day Shift (8AM - 4PM),2/12
24008080,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2024,250173512032001,2              ,First Half (4PM - Midnight),2/12
24008081,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2024,250173504005007,6              ,First Half (4PM - Midnight),2/12
24008098,Shoplifting,23C,Larceny/Theft Offenses,Crimes against Property,2024,250173501061007,1              ,First Half (4PM - Midnight),2/12
24008176,Burglary/Breaking And Entering,220,Burglary/Breaking And Entering,Crimes against Property,2024,250173515001008,2              ,Day Shift (8AM - 4PM),2/13
24008198,Shoplifting,23C,Larceny/Theft Offenses,Crimes against Property,2024,250173501061015,1              ,Day Shift (8AM - 4PM),2/13
24008257,Simple Assault,13B,Assault Offenses,Crimes against Person,2024,250173512042007,2              ,First Half (4PM - Midnight),2/13
24008263,Destruction/Vandalism Property,290,Destruction/Vandalism Property,Crimes against Property,2024,250173502022001,4              ,First Half (4PM - Midnight),2/13
24008402,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2024,250173503003014,5              ,Day Shift (8AM - 4PM),2/14
24008426,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2024,250173505002006,7              ,Day Shift (8AM - 4PM),2/14
24008478,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2024,250173509003000,6              ,First Half (4PM - Midnight),2/14
24008481,Shoplifting,23C,Larceny/Theft Offenses,Crimes against Property,2024,250173501061006,1              ,First Half (4PM - Midnight),2/14
24008490,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2024,250173515003005,2              ,First Half (4PM - Midnight),2/14
24008586,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2024,250173511021000,3              ,Day Shift (8AM - 4PM),2/15
24008599,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2024,250173513001000,3              ,Day Shift (8AM - 4PM),2/15
24008611,Burglary/Breaking And Entering,220,Burglary/Breaking And Entering,Crimes against Property,2024,250173514041000,1              ,Day Shift (8AM - 4PM),2/15
24008621,All Other Offenses,90Z,All Other Offenses,Other,2024,250173501091012,4              ,Day Shift (8AM - 4PM),2/15
24008656,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2024,250173501071010,1              ,Day Shift (8AM - 4PM),2/15
24008668,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2024,250173501082000,4              ,First Half (4PM - Midnight),2/15
24008693,Burglary/Breaking And Entering,220,Burglary/Breaking And Entering,Crimes against Property,2024,250173510012004,2              ,First Half (4PM - Midnight),2/15
24008713,Motor Vehicle Theft,240,Motor Vehicle Theft,Crimes against Property,2024,250173501061014,1              ,First Half (4PM - Midnight),2/15
24008791,Theft From Motor Vehicle,23F,Theft From Motor Vehicle,Crimes against Property,2024,250173504003003,5              ,Day Shift (8AM - 4PM),2/16
24008802,Motor Vehicle Theft,240,Motor Vehicle Theft,Crimes against Property,2024,250173501051003,4              ,Day Shift (8AM - 4PM),2/16
24008847,Robbery,120,Robbery,Crimes against Property,2024,250173501081004,4              ,Day Shift (8AM - 4PM),2/16
24008899,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2024,250173512042003,2              ,First Half (4PM - Midnight),2/16
24009029,All Other Offenses,90Z,All Other Offenses,Other,2024,250173501051016,4              ,Day Shift (8AM - 4PM),2/17
24009036,Theft From Motor Vehicle,23F,Theft From Motor Vehicle,Crimes against Property,2024,250173514043005,1              ,Day Shift (8AM - 4PM),2/17
24009046,Pocket-Picking,23A,Larceny/Theft Offenses,Crimes against Property,2024,250173509003008,6              ,Day Shift (8AM - 4PM),2/17
24009052,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2024,250173505002001,6              ,Day Shift (8AM - 4PM),2/17
24009053,False Pretenses/Swindle/Game,26A,Fraud Offenses,Crimes against Property,2024,250173512031001,2              ,Day Shift (8AM - 4PM),2/17
24009055,Burglary/Breaking And Entering,220,Burglary/Breaking And Entering,Crimes against Property,2024,250173505002001,6              ,Day Shift (8AM - 4PM),2/17
24009067,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2024,250173506004001,7              ,First Half (4PM - Midnight),2/17
24009092,Burglary/Breaking And Entering,220,Burglary/Breaking And Entering,Crimes against Property,2024,250173506004001,7              ,First Half (4PM - Midnight),2/17
24009096,All Other Offenses,90Z,All Other Offenses,Other,2024,250173506004003,7              ,First Half (4PM - Midnight),2/17
24009101,Burglary/Breaking And Entering,220,Burglary/Breaking And Entering,Crimes against Property,2024,250173505002001,6              ,First Half (4PM - Midnight),2/17
24009117,Burglary/Breaking And Entering,220,Burglary/Breaking And Entering,Crimes against Property,2024,250173502023004,4              ,First Half (4PM - Midnight),2/17
24009191,Shoplifting,23C,Larceny/Theft Offenses,Crimes against Property,2024,250173501061004,1              ,Day Shift (8AM - 4PM),2/18
24009194,Destruction/Vandalism Property,290,Destruction/Vandalism Property,Crimes against Property,2024,250173515004004,1              ,Day Shift (8AM - 4PM),2/18
24009196,Theft From Building,23D,Larceny/Theft Offenses,Crimes against Property,2024,250173514032002,1              ,Day Shift (8AM - 4PM),2/18
24009203,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2024,250173511013004,3              ,Day Shift (8AM - 4PM),2/18
24009207,False Pretenses/Swindle/Game,26A,Fraud Offenses,Crimes against Property,2024,250173505002001,6              ,Day Shift (8AM - 4PM),2/18
24009260,Destruction/Vandalism Property,290,Destruction/Vandalism Property,Crimes against Property,2024,250173501082001,4              ,First Half (4PM - Midnight),2/18
24009272,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2024,250173501061009,1              ,First Half (4PM - Midnight),2/18
24009361,Kidnapping/Abduction,100,Kidnapping/Abduction,Crimes against Person,2024,250173511013005,3              ,Last Half (Midnight - 8AM),2/19
24009377,All Other Offenses,90Z,All Other Offenses,Other,2024,250173511011004,5              ,Day Shift (8AM - 4PM),2/19
24009396,Destruction/Vandalism Property,290,Destruction/Vandalism Property,Crimes against Property,2024,250173501071010,1              ,Day Shift (8AM - 4PM),2/19
24009424,Theft From Motor Vehicle,23F,Theft From Motor Vehicle,Crimes against Property,2024,250173502022007,4              ,Day Shift (8AM - 4PM),2/19
24009440,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2024,250173511012002,3              ,Day Shift (8AM - 4PM),2/19
24009486,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2024,250173511013006,,First Half (4PM - Midnight),2/19
24009508,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2024,250173501061014,1              ,First Half (4PM - Midnight),2/19
24009527,Other Criminal MV Offenses,"991, 998, 999",Other Criminal MV Offenses,Other,2024,250173513002009,3              ,First Half (4PM - Midnight),2/19
24009596,All Other Offenses,90Z,All Other Offenses,Other,2024,250173501061010,1              ,Day Shift (8AM - 4PM),2/20
24009615,All Other Larceny,23H,Larceny/Theft Offenses,Crimes against Property,2024,250173514035000,1              ,Day Shift (8AM - 4PM),2/20
